PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
42014555,Cohort vs case-control design for transformer-based prediction of asthma exacerbations in mild asthma,"Xie F, Puttock EJ, Slaughter MT, Zeiger RS, Crawford W, Schatz M, Xu S, Chen W.",NPJ Digit Med. 2026 Apr 21;9(1):481. doi: 10.1038/s41746-026-02624-3.,Xie F,NPJ Digit Med,2026,2026-04-21,PMC13287595,,10.1038/s41746-026-02624-3
42074234,Amino Acids-Potential Biomarkers of Histological Features for MASLD in Pediatric Obesity,"Zamosteanu D, Filip N, Lozneanu L, Giusca SE, Badulescu OV, Pertea M, Filip A, Ungureanu C, Morosan E, Cojocaru E.",Int J Mol Sci. 2026 Apr 17;27(8):3596. doi: 10.3390/ijms27083596.,Zamosteanu D,Int J Mol Sci,2026,2026-05-04,PMC13115668,,10.3390/ijms27083596
41993383,The Common Fund Data Ecosystem (CFDE),"Jurgens JA, Bueckle A, Vora J, Maurya MR, Ahooyi TM, Zheng E, Stear B, Wang D, Ree C, Ramachandran S, Nekrutenko A, Brandes M, Thaker S, Katz DH, Munoz-Torres MC, Diamant I, Chun HE, Simmons JA, Tasian SK, Jenkins SL, Evangelista JE, Dodia H, Saha S, Lindquist MA, Gajjala V, Nemarich C, Zhen J, Ross KE, Byrd AI, Shilin A, Metzger VT, Bologa CG, Srinivasan S, Jang D, Kumar P, Taub LD, Levanto MP, Petrosyan V, Anandakrishnan M, Kim M, Clarke DJB, Ivich A, Crichton DJ, Smallen S, Bordelon D, Chen C, Schroeder AJ, Mahabal A, Cao-Berg I, Kim S, Masood D, Yu K, Gaulton KJ, Jimenez-Morales D, Rincon JM, Honick BJ, Wang W, Wu CH, Milosavljevic A, Blood PD, Boline J, Oprea TI, Lambert CG, de Bono B, Park PJ, Silverstein JC, Flannick J, Yang JJ, Grethe JS, Subramaniam S, Tiemeyer M, Clark T, Wheeler MT, Kahn A, Burnette J, Ranzinger R, Schatz MC, Gibson L, Burtt NP, Carson JP, Chen JY, Ping P, Davis S, Taylor DM, Börner K, Dillman A, Bursey K, Ma'ayan A; CFDE Consortium; Mazumder R, Roth ME, Greene CS.",bioRxiv [Preprint]. 2026 Apr 16:2026.04.10.717672. doi: 10.64898/2026.04.10.717672.,Jurgens JA,bioRxiv,2026,2026-04-17,PMC13082093,,10.64898/2026.04.10.717672
41591979,Epigenetic Instability-Based Metrics in Cell-Free DNA for Early Cancer Detection,"Thursby SJ, Jin Z, Blum J, Gurau A, Noë M, Scharpf RB, Velculescu VE, Cope L, Brock M, Baylin S, Pisanic T 2nd, Easwaran H.",Clin Cancer Res. 2026 Apr 15;32(8):1528-1539. doi: 10.1158/1078-0432.CCR-25-3384.,Thursby SJ,Clin Cancer Res,2026,2026-01-27,PMC13080316,,10.1158/1078-0432.CCR-25-3384
41963335,Assembling unmapped reads reveals hidden variation in South Asian genomes,"Das A, Biddanda A, McCoy RC, Schatz MC.",Nat Commun. 2026 Apr 10;17(1):5095. doi: 10.1038/s41467-026-71755-8.,Das A,Nat Commun,2026,2026-04-10,PMC13246962,,10.1038/s41467-026-71755-8
41786604,Minimizing reference bias with an imputed personalized reference,"Vaddadi K, Lin MJ, Majidian S, Mun T, Langmead B.",Genome Res. 2026 Apr 7;36(4):740-753. doi: 10.1101/gr.280989.125.,Vaddadi K,Genome Res,2026,2026-03-05,PMC13138014,,10.1101/gr.280989.125
42016771,Platelet-rich plasma in the management of diabetic foot ulcers (Review),"Tomac AA, Coșarcă CM, Trâmbițaș C, Dorobanțu DC, Pertea M, Tilinca R, Carasca C, Raduly G, Rezmuves MG, Tilinca MC.",Biomed Rep. 2026 Apr 2;24(6):69. doi: 10.3892/br.2026.2142. eCollection 2026 Jun.,Tomac AA,Biomed Rep,2026,2026-04-22,PMC13093009,,10.3892/br.2026.2142
41959200,Haplotype-resolved centromeric chromatin organization from a complete diploid human genome,"Xu Y, Loucks H, Menendez J, Ryabov F, Lucas JK, Cechova M, Morina L, Xu E, Dubocanin D, Chittenden C, Asri M, Violich I, Ortiz C, Gardner JMV, Hillaker T, O'Rourke S, McNulty B, Potapova TA, Mitchell MW, Schwartz JP, Straight AF, Gerton JL, Timp W, Alexandrov IA, Altemose N, Miga KH.",bioRxiv [Preprint]. 2026 Mar 31:2026.03.27.714900. doi: 10.64898/2026.03.27.714900.,Xu Y,bioRxiv,2026,2026-04-10,PMC13060124,,10.64898/2026.03.27.714900
41892872,Histopathological Changes Following Bromelain-Based Enzymatic Debridement (NexoBrid(®)): A Comprehensive Systematic Review of Preclinical and Clinical Evidence,"Avadanei-Luca S, Moraru DC, Bulgaru-Iliescu AI, Tatar R, Nacea I, Amarandei AH, Constantinescu MC, Pertea M.",Med Sci (Basel). 2026 Mar 23;14(1):157. doi: 10.3390/medsci14010157.,Avadanei-Luca S,Med Sci (Basel),2026,2026-03-27,PMC13028588,,10.3390/medsci14010157
41915760,Plant-based dietary patterns are associated with slower epigenetic aging,"Kim H, Castellani CA, Ma J, Wood AC, Ting A, Grams ME, Yu B, Ruggles K, Floyd JS, Arking DE, Rebholz CM.",Aging (Albany NY). 2026 Mar 20;18(1):138-158. doi: 10.18632/aging.206362. Online ahead of print.,Kim H,Aging (Albany NY),2026,2026-03-31,PMC13249531,,10.18632/aging.206362
41826141,Beyond the baseline: mapping the context-specific regulatory landscape of disease,"Gilad Y, Battle A.",Trends Genet. 2026 Apr;42(4):324-338. doi: 10.1016/j.tig.2026.01.010. Epub 2026 Mar 12.,Gilad Y,Trends Genet,2026,2026-03-13,PMC12991421,NIHMS2139478,10.1016/j.tig.2026.01.010
41900956,Prognostic Value of Intraoperative Distal Radioulnar Joint Instability Grading in Distal Radius and Galeazzi Fractures: A Prospective Multicenter Cohort Study,"Dmour A, Khair Y, Alyamani A, Sirbu PD, Dmour BA, Al-Zoubi A, Al-Saraireh Y, Gheorghevici TS, Tirnovanu SD, Popescu DC, Pertea M, Burlui A, Dmour H, Puha B.",Life (Basel). 2026 Mar 9;16(3):437. doi: 10.3390/life16030437.,Dmour A,Life (Basel),2026,2026-03-28,PMC13028341,,10.3390/life16030437
41867767,Perseus: Lineage-Aware Refinement of Kraken2 Taxonomic Classification for Long Read Metagenomes,"Nguyen MH, Schatz MC.",bioRxiv [Preprint]. 2026 Mar 8:2026.03.06.710148. doi: 10.64898/2026.03.06.710148.,Nguyen MH,bioRxiv,2026,2026-03-23,PMC13001417,,10.64898/2026.03.06.710148
41867870,Reprogramming of neuronal genome function and phenotype by astrocytes,"Li B, Hagy KT, Safi A, Beer MA, Barrera A, Geraghty S, Rai R, Pederson AN, Reisman SJ, Love MI, Sullivan PF, Eroglu C, Crawford GE, Gersbach CA.",bioRxiv [Preprint]. 2026 Mar 7:2026.03.07.710282. doi: 10.64898/2026.03.07.710282.,Li B,bioRxiv,2026,2026-03-23,PMC13001311,,10.64898/2026.03.07.710282
41867770,Deep Learning Enabled 3D Multi-Omic Analysis Reveals Molecular Signatures of Heterogeneous Response to Chemotherapy in Pancreatic Cancer,"Forjaz A, Mojdeganlou H, Valentin A, Wetzel M, Lvovs D, Deshpande A, Shin SM, Piya S, Rajapakshe KI, Guerrero PA, Pedro BA, Sidiropoulos DN, Wu PH, Pagan VB; Demystifying Pancreatic Cancer Therapies TeamLab; Wirtz D, Fertig EJ, Kagohara LT, Ho WJ, Kiemen AL, Wood LD, Christenson ES, Freed-Pastor WA, Iacobuzio-Donahue CA, Karchin R, Karnoub ER, Maitra A, Melchor J, Park W, Matos-Romero V, O'Reilly E, Soares KC.",bioRxiv [Preprint]. 2026 Mar 5:2026.03.03.709150. doi: 10.64898/2026.03.03.709150.,Forjaz A,bioRxiv,2026,2026-03-23,PMC13001410,,10.64898/2026.03.03.709150
41779869,Cell-free DNA fragmentomes for noninvasive detection of liver cirrhosis and other diseases,"Annapragada AV, Foda ZH, Orjuela H, Norton C, Koul S, Niknafs N, Short S, Boyapati K, Bartolomucci A, Mathios D, Noë M, Cherry C, Carey J, Leal A, Chesnick B, Dracopoli NC, Medina JE, Vulpescu NA, Bruhm DC, Bacus S, Adleff V, Kim AK, Baylin SB, Kirk GD, Sorop A, Iacob R, Iacob S, Gheorghe L, Dima S, Ramírez-Zea M, McGlynn KA, Feltoft CL, Johansen JS, Groopman J, Phallen J, Scharpf RB, Velculescu VE.",Sci Transl Med. 2026 Mar 4;18(839):eadw2603. doi: 10.1126/scitranslmed.adw2603. Epub 2026 Mar 4.,Annapragada AV,Sci Transl Med,2026,2026-03-04,PMC13255278,NIHMS2171412,10.1126/scitranslmed.adw2603
41379538,The Histone Methyltransferase KMT2D Is a Critical Mediator of Lineage Plasticity and Therapeutic Response in Castration-Resistant Prostate Cancer,"Kittane S, Ladewig E, Li T, Love JR, Blawski R, Gao Y, Arruabarrena-Aristorena A, Zhao P, Dalrymple SL, Liu H, Guo X, Sallaku M, Kelkar N, Garcia-Martinez L, Carmona Sanz J, Chen W, Stoudmann C, Baldino L, Razavi-Mohseni M, Kalemi I, Beer MA, Castel P, Brennen WN, Scaltriti M, Morey L, Cocco E, Ji H, Chan HM, Battle A, Leslie CS, Karthaus WR, Toska E.",Cancer Res. 2026 Mar 2;86(5):1113-1131. doi: 10.1158/0008-5472.CAN-25-2053.,Kittane S,Cancer Res,2026,2025-12-11,PMC12900249,NIHMS2130972,10.1158/0008-5472.CAN-25-2053
41525152,Impact of Maternal Diabetes in Pregnancy on Newborn IgG Antibody Repertoire and Infection Risk in the First 6 Months of Life,"Wang G, Ruczinski I, Larman HB, Gutierrez MJ, Frischmeyer-Guerrerio PA, Hong X, Ji H, Pearson C, Adams WG, Wang X.",Diabetes Care. 2026 Mar 1;49(3):410-418. doi: 10.2337/dc25-0990.,Wang G,Diabetes Care,2026,2026-01-12,PMC12925977,,10.2337/dc25-0990
41759705,Transcriptomic analysis of cells following decreased mitochondrial DNA-copy number reveals compensatory mechanisms in mitochondrial DNA replication and cellular energetics,"Xie J, Win PW, Newcomb C, Zeng S, Castellani CA, Arking DE.",Exp Cell Res. 2026 May 1;458(1):114951. doi: 10.1016/j.yexcr.2026.114951. Epub 2026 Feb 25.,Xie J,Exp Cell Res,2026,2026-02-27,PMC13000920,NIHMS2155041,10.1016/j.yexcr.2026.114951
42124697,Benchmarking foundation models for splice site and exon annotation,"He Z, Florea L.",bioRxiv [Preprint]. 2026 Feb 23:2026.02.22.707219. doi: 10.64898/2026.02.22.707219.,He Z,bioRxiv,2026,2026-05-13,PMC13160154,,10.64898/2026.02.22.707219
41757091,A neofunctionalized flowering antagonist created an evolutionary contingency that channeled Solanaceae adaptation,"Shohat H, Ciren D, Arrones A, Gentile I, Ramakrishnan S, Hendelman A, Jenike KM, Brown NL, Luna-Ramos J, Passalacqua MJ, Satterlee JW, Fitzgerald B, Baraja-Fonseca V, Robitaille GM, Seman BM, Gillis J, Van Eck J, Prohens J, Schatz MC, Lippman ZB.",bioRxiv [Preprint]. 2026 Feb 21:2026.02.20.707063. doi: 10.64898/2026.02.20.707063.,Shohat H,bioRxiv,2026,2026-02-27,PMC12934750,,10.64898/2026.02.20.707063
41714823,Setting higher standards for reports of microbial species in human cancers,"Salzberg SL, Chia M, Tay A, de Miranda NFCC, Smit V, Wesseling J, Irizarry R, Marshall B, Willerslev E, Neefjes J, Nagarajan N.",Nat Cancer. 2026 Mar;7(3):414-423. doi: 10.1038/s43018-026-01121-6. Epub 2026 Feb 19.,Salzberg SL,Nat Cancer,2026,2026-02-19,PMC13180263,NIHMS2170630,10.1038/s43018-026-01121-6
41708630,Mitochondrial heteroplasmy is a risk factor for the development of chronic lymphocytic leukemia,"Pasca S, Hong YS, Shi W, Puiu D, Lake NJ, Lek M, Guallar E, Arking DE, Gondek LP.",Nat Commun. 2026 Feb 18;17(1):2898. doi: 10.1038/s41467-026-69861-8.,Pasca S,Nat Commun,2026,2026-02-18,PMC13031533,,10.1038/s41467-026-69861-8
41701534,Cardiac radiotherapy-induced epigenetic memory underlies electrophysiologic and metabolic reprogramming,"Jordan SD, Fu S, Fulkerson A, Hu D, Ng S, Zhang DM, Manikandan S, Szymanski J, Hu N, Xie Y, Bedi A, Tabor J, Boggs-Bailey L, Strong L, Hicks S, Aryan L, Gabriel N, Hugo GD, Weng KC, Huebsch N, Schwarz JK, Zhang B, Rentschler SL.",J Clin Invest. 2026 Feb 17;136(7):e193087. doi: 10.1172/JCI193087. eCollection 2026 Apr 1.,Jordan SD,J Clin Invest,2026,2026-02-17,PMC13038212,,10.1172/JCI193087
41757081,Mapping spatially organized molecular and genetic signatures of schizophrenia across multiple scales in human prefrontal cortex,"Kwon SH, Guo B, Fang C, Tippani M, Bach SV, Miller RA, Maguire SE, Iatrou A, Pertea G, Eagles NJ, Valentine MR, Oh S, Jajoo A, Balakundi V, Du Y, Nguyen AB, Zhang R, Kaipa UM, Divecha HR, Lobana JS, Kleinman JE, Han S, Daskalakis NP, Hyde TM, Collado-Torres L, Page SC, Maynard KR, Hicks SC, Martinowich K.",bioRxiv [Preprint]. 2026 Feb 16:2026.02.16.706214. doi: 10.64898/2026.02.16.706214.,Kwon SH,bioRxiv,2026,2026-02-27,PMC12934622,,10.64898/2026.02.16.706214
41752971,Biomechanical Comparison of Three Fixation Constructs for Tile Type C1.2 Pelvic Ring Fractures: A Finite Element Analysis,"Carp AC, Veliceasa B, Awad D, Filip A, Perțea M, Forna N, Puha B, Tîrnovanu ȘD, Sîrbu MT, Pavăl SD, Sîrbu PD.",Life (Basel). 2026 Feb 15;16(2):336. doi: 10.3390/life16020336.,Carp AC,Life (Basel),2026,2026-02-27,PMC12942397,,10.3390/life16020336
41751314,Development of a Radiotherapy-Induced Wound Model in Wistar Rats: Simulating Post-Radiation Skin and Soft Tissue Complications for Therapeutic Evaluation,"Avadanei-Luca S, Tamba BI, Draga Caruntu I, Giusca SE, Timofte AD, Szilagyi A, Costachescu I, Gogu MR, Avadanei AN, Pertea M, Benamor M, Cojocaru ID, Ciofu ML, Scripcariu V.",Biomedicines. 2026 Feb 12;14(2):415. doi: 10.3390/biomedicines14020415.,Avadanei-Luca S,Biomedicines,2026,2026-02-27,PMC12937668,,10.3390/biomedicines14020415
41687615,A dorsal hippocampus-prodynorphinergic dorsolateral septum-to-lateral hypothalamus circuit mediates contextual gating of feeding,"Goode TD, Bernstein MX, Totty MS, Alipio JB, Vicidomini C, Pathak D, Besnard A, Chizari D, Sachdev N, Kritzer MD, Chung A, Duan X, Macosko E, Hicks SC, Zweifel LS, Sahay A.",Neuron. 2026 Jun 3;114(11):2050-2072.e14. doi: 10.1016/j.neuron.2026.01.025. Epub 2026 Feb 12.,Goode TD,Neuron,2026,2026-02-13,PMC13288035,NIHMS2181647,10.1016/j.neuron.2026.01.025
41394605,Chromatin boundary permeability is controlled by CTCF conformational ensembles,"Rudnizky S, Murray PJ, Sørensen EW, Koenig TJR, Pangeni S, Merino-Urteaga R, Chhabra H, Caccianini L, Davidson IF, Osorio-Valeriano M, Hook PW, Meneses P, Hao J, Zarb JS, Hatzakis NS, Timp W, Farnung L, Vos SM, Peters J, Aksimentiev A, Ha T.",bioRxiv [Preprint]. 2026 Feb 12:2025.11.25.690553. doi: 10.1101/2025.11.25.690553.,Rudnizky S,bioRxiv,2026,2025-12-15,PMC12699295,,10.1101/2025.11.25.690553
41668133,CRISPR screen of human pancreatic cancer xenografts identifies a KLF5 proliferation vulnerability through epigenetic modifiers NCAPD2 and MTHFD1,"Maeda M, Sherman K, Zhou W, Cheng J, Nihongaki Y, Idrizi A, Tryggvadottir R, Camacho O, Shang X, Min J, Koldobskiy MA, Maitra A, Levchenko A, Slusher BS, Ji H, Feinberg AP.",Mol Cancer. 2026 Feb 10;25(1):75. doi: 10.1186/s12943-026-02575-z.,Maeda M,Mol Cancer,2026,2026-02-10,PMC12998327,,10.1186/s12943-026-02575-z
41667480,Frailty phenotype reveals heterogeneity in aging and distinct taurine associations,"Kim A, Keener R, Omdahl A, Bene M, Westbrook R, Le A, Zhang C, Khare P, Khadeer M, Ferrucci L, Moaddel R, Battle A, Abadir P.",NPJ Aging. 2026 Feb 10;12(1):42. doi: 10.1038/s41514-026-00342-4.,Kim A,NPJ Aging,2026,2026-02-10,PMC13002985,,10.1038/s41514-026-00342-4
42051578,Trans-eQTLs reveal the architecture of human gene regulatory networks,"Warmerdam CAR, Westra HJ, van der Graaf A, Bonder MJ, Deelen P, van Lieshout T, Landman AJ, Jesse M, Strober BJ, Boltz T, Lapinska S, Nagpal S, Xie M, Tay D, Kirsten H, Naeem H, Raghavan V, Farzeen A, Teumer A, Favé MJ, Persyn E, Tokolyi A, Pool R, Hottenga JJ, Rodríguez RD, Rivas-Torrubia M, Mishra BH, Pierce B, Tong L, Wang QS, Hasegawa T, Chhetri SB, Dutta D, Weiss S, Dupuis T, Lyytikäinen LP, Mishra PP, Wood AR, Burnham KL, Wen J, Cheruiyot E, Boahen CK, Jansen R, Krohn K, Thiery J; IMI DIRECT Consortium; Daida K, Gibbs JR, Verlouw J, Kukushkina V, Mägi R, Budde J, Johnson M, Sanford J, Slagboom E, Beutner F, Loeffler M; PRECISESADS Clinical Consortium; Martin J, Raitoharju E, Kibriya MG, Jasmine F, Nauck M; HELIOS Study Team; Souto JC, Martinez-Perez A, Ikram MA, Mykkänen J, Pahkala K, Rovio SP, Raffield LM, van Greevenbroek M, van der Kallen CJH, Schalkwijk CG, Veldink J, Freimann K, Vochteloo M, Kooijmans A, Ouadah L, Claringbould A, Huang Y, Bryois J, Tsai EA, Heinig M, van der Wijst MGP; Estonian Biobank Research Team; sc-eQTLGen Consortium; Kumar V, Visscher PM, McRae AF, Montgomery GW, Li Y, Knight JC, Singleton A, Ferrucci L, Frayling TM, Brown A, Soria JM, Völker U, Battle A, et al.",medRxiv [Preprint]. 2026 Feb 5:2026.02.04.26343575. doi: 10.64898/2026.02.04.26343575.,Warmerdam CAR,medRxiv,2026,2026-04-29,PMC13119349,,10.64898/2026.02.04.26343575
41643661,C9orf72 hexanucleotide repeat RNA drives transcriptional dysregulation through genome-wide DNA:RNA hybrid G-quadruplexes,"Liu H, Liu M, Liu Y, Gui G, Paul T, Lu YN, Huang Z, Wang H, Xiao Y, Zheng Z, Periz G, Shi Y, Ichida JK, Myong S, Ji H, Wang J.",Neuron. 2026 Mar 18;114(6):1045-1065.e13. doi: 10.1016/j.neuron.2025.12.005. Epub 2026 Feb 4.,Liu H,Neuron,2026,2026-02-05,PMC13204405,NIHMS2168308,10.1016/j.neuron.2025.12.005
41853111,Limited genome evolution of Cryptococcus neoformans following an accidental infection in the research laboratory,"Fan Y, Kulkarni M, Zhang SX, Timp W, Sullivan DJ, Smith DFQ, Casadevall A, Hardwick JM.",ASM Case Rep. 2026 Feb 3;2(2):e00209-25. doi: 10.1128/asmcr.00209-25. eCollection 2026 Mar.,Fan Y,ASM Case Rep,2026,2026-03-19,PMC12955409,,10.1128/asmcr.00209-25
41676512,Immune checkpoint inhibitors amplify type 2 immune mediated repair by pro-regenerative scaffolds,"Garcia J, Ruta A, Yu FH, Mejías JC, Peña AN, Rutkowski N, Gray-Gaillard EF, Dubois C, Cherry C, Browne M, Stivers K, Maestas DR, Krishnan K, Bell ATF, Fertig EJ, Cooney CM, Cooney D, Byrne P, Hillel AT, Smith KN, Ji H, Anders R, Pardoll DM, Elisseeff JH.",bioRxiv [Preprint]. 2026 Feb 3:2026.01.31.703034. doi: 10.64898/2026.01.31.703034.,Garcia J,bioRxiv,2026,2026-02-12,PMC12889431,,10.64898/2026.01.31.703034
41633766,Corrigendum: Machine learning identifies activation of RUNX/AP-1 as drivers of mesenchymal and fibrotic regulatory programs in gastric cancer,"Razavi-Mohseni M, Huang W, Guo YA, Shigaki D, Ho SWT, Tan P, Skanderup AJ, Beer MA.",Genome Res. 2026 Feb 3;36(2):432. doi: 10.1101/gr.281294.125.,Razavi-Mohseni M,Genome Res,2026,2026-02-03,PMC12863181,,10.1101/gr.281294.125
41203424,Partitioned multi-MUM finding for scalable pangenomics with MumemtoM,"Shivakumar VS, Langmead B.",Genome Res. 2026 Feb 3;36(2):397-404. doi: 10.1101/gr.280940.125.,Shivakumar VS,Genome Res,2026,2025-11-07,PMC12863168,,10.1101/gr.280940.125
41752881,Interobserver and Intraobserver Reliability of a Novel Classification System for Distal Radioulnar Joint Instability,"Dmour A, Burlui AM, Dmour BA, Tîrnovanu ȘD, Popescu DC, Tîrnovanu MC, Savin L, Pertea M, Cozma T, Carp AC, Sîrbu PD, Puha B.",Life (Basel). 2026 Feb 2;16(2):243. doi: 10.3390/life16020243.,Dmour A,Life (Basel),2026,2026-02-27,PMC12941914,,10.3390/life16020243
41677031,Plasma Proteome Signature for Leukocyte Telomere Length and Its Link to Abdominal Aortic Aneurysm,"Li A, Austin TR, Steffen BT, Jacobson I, Xie J, Pankratz N, Lane JA, Fitzpatrick A, Bis JC, Arking DE, Mosley T, Sedaghat S, Pankow JS, Lutsey PL, Guan W, Tang W.",J Cell Mol Med. 2026 Feb;30(3):e71047. doi: 10.1111/jcmm.71047.,Li A,J Cell Mol Med,2026,2026-02-12,PMC12895465,,10.1111/jcmm.71047
41615800,Spatially resolved molecular sex differences at single-cell resolution in the adult human ventromedial and arcuate hypothalamus,"Mulvey B, Wang Y, Divecha HR, Bach SV, Montgomery KD, Cinquemani S, Chandra A, Du Y, Miller RA, Kleinman JE, Page SC, Hyde TM, Martinowich K, Hicks SC, Hansen KD, Maynard KR.",Cell Rep. 2026 Feb 24;45(2):116877. doi: 10.1016/j.celrep.2025.116877. Epub 2026 Jan 29.,Mulvey B,Cell Rep,2026,2026-01-30,PMC13003713,NIHMS2151722,10.1016/j.celrep.2025.116877
41659693,AniAnn's: alignment-free annotation of tandem repeat arrays using fast average nucleotide identity estimates,"Sweeten A, Schatz MC, Phillippy AM.",bioRxiv [Preprint]. 2026 Jan 28:2026.01.27.702063. doi: 10.64898/2026.01.27.702063.,Sweeten A,bioRxiv,2026,2026-02-09,PMC12873891,,10.64898/2026.01.27.702063
41646735,Behavioral Assessment Reliability in Clinical Phenotyping and Biomarker Research for Autism,"Perez-Benavides E, Wang J, Chen Z, Beeler-Duden S, Jackokes Z, Van Horn JD, Schatz MC, Pelphrey KA, Venkataraman A.",medRxiv [Preprint]. 2026 Jan 26:2026.01.24.25343227. doi: 10.64898/2026.01.24.25343227.,Perez-Benavides E,medRxiv,2026,2026-02-06,PMC12870647,,10.64898/2026.01.24.25343227
41659078,ASSOCIATION ANALYSIS OF MITOCHONDRIAL HETEROPLASMIC VARIANTS AND CARDIOMETABOLIC TRAITS,"Sun X, Liu X, Bulekova K, Pitsillides AN, Guo X, Yong Q, Raffield LM, Rotter JI, Rich SS, Abecasis G, Carson AP, Vasan RS, Bis JC, Psaty BM, Boerwinkle E, Fitzpatrick AL, Satizabal CL, Arking DE, Ding J, Levy D; TOPMed mtDNA working group; Liu C.",medRxiv [Preprint]. 2026 Jan 25:2026.01.23.26344724. doi: 10.64898/2026.01.23.26344724.,Sun X,medRxiv,2026,2026-02-09,PMC12879650,,10.64898/2026.01.23.26344724
41648118,RLBWT-Based LCP Computation in Compressed Space for Terabase-Scale Pangenome Analysis,"Sanaullah A, Brown NK, Shakya P, Deegutla A, Naseri A, Langmead B, Zhi D, Zhang S.",bioRxiv [Preprint]. 2026 Jan 25:2026.01.23.701410. doi: 10.64898/2026.01.23.701410.,Sanaullah A,bioRxiv,2026,2026-02-06,PMC12871677,,10.64898/2026.01.23.701410
41565805,Common variation in meiosis genes shapes human recombination and aneuploidy,"Carioscia SA, Biddanda A, Starostik MR, Tang X, Hoffmann ER, Demko ZP, McCoy RC.",Nature. 2026 Mar;651(8104):146-153. doi: 10.1038/s41586-025-09964-2. Epub 2026 Jan 21.,Carioscia SA,Nature,2026,2026-01-21,PMC12960220,,10.1038/s41586-025-09964-2
41648422,Deconvolved tumor adipocyte proportions and high grade serous ovarian carcinoma survival,"Ivich A, Grieshober L, Davidson NR, Akatsu GY, Peres LC, Hicks SC, Marks JR, Schildkraut JM, Doherty JA, Greene CS.",bioRxiv [Preprint]. 2026 Jan 19:2026.01.14.699527. doi: 10.64898/2026.01.14.699527.,Ivich A,bioRxiv,2026,2026-02-06,PMC12871784,,10.64898/2026.01.14.699527
41648439,Reconstructing clone-resolved transcriptional programs from bulk tumor sequencing,"Lai J, Yang Y, Noller K, Liu Y, Balan A, Nagendra PB, Kagohara LT, Fertig EJ, Wood LD, Karchin R.",bioRxiv [Preprint]. 2026 Jan 15:2026.01.15.699695. doi: 10.64898/2026.01.15.699695.,Lai J,bioRxiv,2026,2026-02-06,PMC12871144,,10.64898/2026.01.15.699695
41704766,Dasatinib resensitizes BRAF/MEK inhibitor efficacy in patient-derived xenografts from patients with progression on BRAF/MEK inhibitor treatment,"Rebecca VW, Xiao M, Kossenkov A, Godok T, Brown GS, Fingerman D, Alicea GM, Wei M, Ji H, Portuallo M, Bravo J, Elad V, Chen Y, Toska E, Fane ME, Couts KL, Villanueva J, Nathanson K, Arun KM, Warrier G, Yin X, Ding J, Liu Q, Goyal Y, Gopal YNV, Davies MA, Herlyn M.",iScience. 2026 Jan 13;29(2):114669. doi: 10.1016/j.isci.2026.114669. eCollection 2026 Feb 20.,Rebecca VW,iScience,2026,2026-02-18,PMC12907876,,10.1016/j.isci.2026.114669
41542689,Data Quality Assurance Tool for the Acute to Chronic Pain Signatures Study (A2CPS): An Interactive R Shiny Application,"Ansari B, Sadil P, Ford J, Berardi G, Taub M, Kahn A, Urrutia J, Hackman A, Gherman A, Lindquist MA.",medRxiv [Preprint]. 2026 Jan 8:2026.01.07.26343620. doi: 10.64898/2026.01.07.26343620.,Ansari B,medRxiv,2026,2026-01-16,PMC12803295,,10.64898/2026.01.07.26343620
41501460,An expanded registry of candidate cis-regulatory elements,"Moore JE, Pratt HE, Fan K, Phalke N, Fisher J, Elhajjajy SI, Andrews G, Gao M, Shedd N, Fu Y, Lacadie MC, Meza J, Khandpekar M, Ganna M, Choudhury E, Swofford R, Phan H, Ramirez CC, Campbell M, Likhite M, Farrell NP, Weimer AK, Pampari A, Ramalingam V, Reese F, Borsari B, Yu X, Wattenberg E, Ruiz-Romero M, Razavi-Mohseni M, Xu J, Galeev T, Colubri A, Beer MA, Guigó R, Gerstein MB, Engreitz JM, Ljungman M, Reddy TE, Snyder MP, Epstein CB, Gaskell E, Bernstein BE, Dickel DE, Visel A, Pennacchio LA, Mortazavi A, Kundaje A, Weng Z.",Nature. 2026 Jan 7:10.1038/s41586-025-09909-9. doi: 10.1038/s41586-025-09909-9. Online ahead of print.,Moore JE,Nature,2026,2026-01-07,PMC13164889,NIHMS2157751,10.1038/s41586-025-09909-9
41566644,Sex Hormones and Repolarization Dynamics During the Menstrual Cycle in Women Treated With QT-Prolonging Drugs,"San A, Goldenberg I, Younis A, Cutter K, McNitt S, Sotoodehnia N, Kudenchuk PJ, Rea TD, Arking DE, Polonsky B, Zareba W, Aktaş MK.",Ann Noninvasive Electrocardiol. 2026 Jan;31(1):e70151. doi: 10.1111/anec.70151.,San A,Ann Noninvasive Electrocardiol,2026,2026-01-22,PMC12823772,,10.1111/anec.70151
